"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"TOST","Toast, Inc.","Common stocks","Mid cap","Information Technology","$6,258,869,995","0.00%","USA","Analyze"
"ELAN","Elanco Animal Health Incorporated","Common stocks","Mid cap","Health Care","$6,253,559,004","0.00%","USA","Analyze"
"ST","Sensata Technologies Holding Nv","Common stocks","Mid cap","Industrials","$6,242,673,069","0.55%","USA","Analyze"
"RGLD","Royal Gold Inc","Common stocks","Mid cap","Materials","$6,233,142,114","1.47%","USA","Analyze"
"GNTX","Gentex Corp","Common stocks","Mid cap","Consumer Discretionary","$6,228,583,025","1.80%","USA","Analyze"
"NFG","National Fuel Gas","Common stocks","Mid cap","Utilities","$6,173,705,859","2.73%","USA","Analyze"
"EXAS","Exact Sciences Corp","Common stocks","Mid cap","Health Care","$6,154,652,906","0.00%","USA","Analyze"
"HTZ","Hertz Global Holdings, Inc","Common stocks","Mid cap","Industrials","$6,144,719,873","0.00%","USA","Analyze"
"TW","Tradeweb Markets Inc. - Class A","Common stocks","Mid cap","Financials","$6,118,145,560","0.58%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$6,081,684,317","2.96%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$6,080,431,997","1.90%","USA","Analyze"
"ESTC","Elastic N.V.","Common stocks","Mid cap","Information Technology","$6,080,358,838","0.00%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$6,053,175,956","3.00%","USA","Analyze"
"RH","RH","Common stocks","Mid cap","Consumer Discretionary","$6,024,675,127","0.00%","USA","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,019,849,532","0.00%","USA","Analyze"
"CACC","Credit Acceptance Corp","Common stocks","Mid cap","Financials","$6,016,595,435","0.00%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$6,013,713,250","0.00%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$5,972,574,020","1.36%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Mid cap","Industrials","$5,952,153,250","0.00%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$5,903,315,102","0.28%","USA","Analyze"
"PII","Polaris Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$5,888,585,022","2.50%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$5,839,219,043","2.95%","USA","Analyze"
"MTZ","Mastec Inc","Common stocks","Mid cap","Industrials","$5,822,622,429","0.00%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$5,817,865,743","4.59%","USA","Analyze"
"VAC","Marriott Vacations Worldwide Corp","Common stocks","Mid cap","Consumer Discretionary","$5,804,895,962","1.61%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$5,792,987,765","3.35%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Industrials","$5,791,429,075","3.02%","USA","Analyze"
"CCCS","CCC Intelligent Solutions Holdings Inc.","Common stocks","Mid cap","Information Technology","$5,785,084,395","0.00%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$5,776,033,685","4.15%","USA","Analyze"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$5,754,654,224","1.67%","USA","Analyze"
"FYBR","Frontier Communications Parent, Inc.","Common stocks","Mid cap","Communication Services","$5,737,548,700","0.00%","USA","Analyze"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,711,816,000","6.55%","USA","Analyze"
"COTY","Coty Inc Class A","Common stocks","Mid cap","Consumer Staples","$5,697,543,553","0.00%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$5,686,131,002","1.41%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,680,305,428","1.21%","USA","Analyze"
"M","Macys Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,650,166,020","2.95%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$5,628,906,031","0.47%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$5,612,244,898","0.67%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$5,606,042,495","0.00%","USA","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","Common stocks","Mid cap","Industrials","$5,574,316,469","0.39%","USA","Analyze"
"WWD","Woodward Inc","Common stocks","Mid cap","Industrials","$5,517,029,355","0.80%","USA","Analyze"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$5,516,283,042","0.00%","USA","Analyze"
"BLD","Topbuild Corp","Common stocks","Mid cap","Consumer Discretionary","$5,508,927,331","0.00%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$5,452,268,928","0.99%","USA","Analyze"
"PPC","Pilgrims Pride Corp","Common stocks","Mid cap","Consumer Staples","$5,450,618,863","0.00%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$5,431,893,959","1.60%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$5,422,413,080","2.51%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$5,419,461,834","1.46%","USA","Analyze"
"LAD","Lithia Motors Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$5,417,106,140","0.78%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$5,403,344,220","0.00%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$5,395,414,896","0.07%","USA","Analyze"
"NVST","Envista Holdings Corporation","Common stocks","Mid cap","Health Care","$5,393,521,494","0.00%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$5,389,673,103","3.05%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$5,357,268,609","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$5,353,201,277","0.00%","USA","Analyze"
"PYCR","Paycor HCM Inc","Common stocks","Mid cap","Information Technology","$5,351,845,531","0.00%","USA","Analyze"
"BEPC","Brookfield Renewable Corporation Class A","Common stocks","Mid cap","Utilities","$5,343,939,683","4.56%","Canada","Analyze"
"SWCH","Switch, Inc. Class A","Common stocks","Mid cap","Information Technology","$5,338,858,514","0.62%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$5,335,970,979","0.00%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$5,304,765,261","2.96%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Mid cap","Industrials","$5,302,568,445","0.00%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$5,294,147,629","6.48%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,293,636,188","2.84%","USA","Analyze"
"AN","AutoNation Inc","Common stocks","Mid cap","Consumer Discretionary","$5,270,036,741","0.00%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$5,261,986,504","1.33%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$5,255,685,427","2.01%","USA","Analyze"
"PENN","Penn National Gaming Inc","Common stocks","Mid cap","Consumer Discretionary","$5,248,419,909","0.00%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$5,225,387,067","2.90%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$5,220,060,990","2.03%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$5,219,806,790","1.30%","USA","Analyze"
"FAF","First American Financial Corp","Common stocks","Mid cap","Financials","$5,218,502,386","4.01%","USA","Analyze"
"SITE","Siteone Landscape Supply Inc","Common stocks","Mid cap","Industrials","$5,218,035,700","0.00%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$5,211,541,687","6.80%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$5,197,317,652","1.69%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$5,196,163,978","1.52%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$5,185,890,674","1.70%","USA","Analyze"
"SYNH","Syneos Health Inc","Common stocks","Mid cap","Health Care","$5,171,658,996","0.00%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$5,168,142,474","0.00%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$5,144,600,364","0.00%","USA","Analyze"
"APP","Applovin Corp","Common stocks","Mid cap","Information Technology","$5,089,867,262","0.00%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$5,074,974,558","0.00%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$5,073,033,117","0.00%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$5,068,015,944","3.27%","USA","Analyze"
"GH","Guardant Health Inc","Common stocks","Mid cap","Health Care","$5,059,909,256","0.00%","USA","Analyze"
"CABO","Cable One Inc","Common stocks","Mid cap","Communication Services","$5,052,882,895","1.29%","USA","Analyze"
"LYFT","Lyft, Inc. - Class A","Common stocks","Mid cap","Industrials","$5,038,225,426","0.00%","USA","Analyze"
"SOFI","SoFi Technologies, Inc.","Common stocks","Mid cap","Financials","$5,017,731,174","0.00%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$4,995,342,341","4.84%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$4,985,106,819","2.88%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$4,930,064,866","3.26%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Mid cap","Health Care","$4,883,398,314","0.00%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$4,882,256,400","1.78%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$4,864,259,755","0.00%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$4,860,161,375","0.00%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Mid cap","Information Technology","$4,815,077,295","0.00%","Israel","Analyze"
"DV","DoubleVerify Holdings, Inc.","Common stocks","Mid cap","Information Technology","$4,806,398,863","0.00%","USA","Analyze"
"THC","Tenet Healthcare Corp","Common stocks","Mid cap","Health Care","$4,796,344,531","0.00%","USA","Analyze"
"NYT","New York Times Class A","Common stocks","Mid cap","Communication Services","$4,791,994,664","1.17%","USA","Analyze"
"TDOC","Teladoc Inc","Common stocks","Mid cap","Health Care","$4,777,453,242","0.00%","USA","Analyze"
"RUN","Sunrun Inc","Common stocks","Mid cap","Industrials","$4,774,465,632","0.00%","USA","Analyze"
"X","United States Steel Corporation","Common stocks","Mid cap","Materials","$4,769,715,700","0.98%","USA","Analyze"
"CHPT","ChargePoint Holdings, Inc.","Common stocks","Mid cap","Industrials","$4,751,349,817","0.00%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Financials","$4,746,197,025","0.03%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,721,284,690","0.00%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$4,712,490,710","7.22%","USA","Analyze"
"S","SentinelOne, Inc.","Common stocks","Mid cap","Information Technology","$4,699,472,773","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,688,342,134","0.54%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$4,683,726,941","1.55%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$4,650,634,858","0.00%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$4,642,697,133","0.00%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$4,630,313,977","1.44%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,628,739,204","3.11%","USA","Analyze"
"AFRM","Affirm Holdings, Inc.","Common stocks","Mid cap","Information Technology","$4,615,939,841","0.00%","USA","Analyze"
"INFA","Informatica Inc.","Common stocks","Mid cap","Information Technology","$4,589,200,744","0.00%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$4,579,236,188","1.07%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$4,560,558,565","0.00%","USA","Analyze"
"NTRA","Natera Inc","Common stocks","Mid cap","Health Care","$4,553,117,626","0.00%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$4,523,973,642","8.77%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$4,507,658,573","5.01%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$4,506,470,609","0.82%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Mid cap","Information Technology","$4,497,150,617","1.15%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,422,066,060","2.37%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$4,373,062,094","2.12%","USA","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Mid cap","Communication Services","$4,351,777,123","0.00%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,348,719,230","0.24%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$4,339,724,484","7.12%","USA","Analyze"
"GXO","GXO Logistics, Inc.","Common stocks","Mid cap","Industrials","$4,334,196,339","0.00%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$4,331,763,712","1.49%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,320,773,866","3.46%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$4,314,967,578","5.16%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$4,300,812,997","0.00%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$4,296,781,572","16.48%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$4,252,409,292","4.97%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$4,249,914,280","0.00%","USA","Analyze"
"FIVN","Five9 Incinary","Common stocks","Mid cap","Information Technology","$4,224,406,177","0.00%","USA","Analyze"
"OWL","Blue Owl Capital Inc. Class A","Common stocks","Mid cap","Financials","$4,209,426,970","3.94%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$4,196,787,691","0.00%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$4,184,851,293","1.48%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$4,178,025,000","0.00%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$4,165,316,444","0.00%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,164,204,298","3.61%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$4,163,871,494","1.85%","USA","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,155,094,807","3.07%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$4,150,765,410","2.63%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,143,276,120","2.31%","USA","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$4,141,955,440","2.47%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$4,116,739,553","0.07%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$4,114,050,796","2.64%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$4,109,398,978","0.00%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$4,098,864,074","4.98%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$4,098,617,192","0.00%","USA","Analyze"
"IAC","IAC/InterActive","Common stocks","Mid cap","Communication Services","$4,093,218,418","0.00%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$4,053,471,649","3.34%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,045,715,417","2.90%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Mid cap","Information Technology","$4,041,768,112","0.00%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$3,987,734,498","0.00%","USA","Analyze"
"CNM","Core & Main, Inc.","Common stocks","Mid cap","Industrials","$3,964,440,979","0.00%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$3,942,187,511","7.82%","USA","Analyze"
"RITM","Rithm Capital Corp.","Common stocks","Mid cap","Financials","$3,935,602,428","11.64%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$3,918,281,246","3.56%","USA","Analyze"
"NSA","National Storage Affiliates Trust","REITs","Mid cap","Real Estate","$3,914,549,899","4.73%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$3,912,191,207","2.08%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$3,907,721,344","1.93%","USA","Analyze"
"PLTK","Playtika Holding Corp.","Common stocks","Mid cap","Communication Services","$3,899,475,726","0.00%","Israel","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Mid cap","Consumer Staples","$3,817,687,971","0.00%","USA","Analyze"
"CFLT","Confluent, Inc.","Common stocks","Mid cap","Information Technology","$3,794,940,710","0.00%","USA","Analyze"
"BFAM","Bright Horizons Family Solutions","Common stocks","Mid cap","Consumer Discretionary","$3,776,206,355","0.00%","USA","Analyze"
"JHG","Janus Henderson Group Plc","Common stocks","Mid cap","Financials","$3,772,030,497","6.62%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$3,754,717,232","0.00%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$3,748,288,289","2.76%","USA","Analyze"
"MRTX","Mirati Therapeutics Inc","Common stocks","Mid cap","Health Care","$3,738,069,360","0.00%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$3,678,080,166","2.59%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,666,396,877","1.63%","USA","Analyze"
"TNDM","Tandem Diabetes Care Inc","Common stocks","Mid cap","Health Care","$3,606,021,054","0.00%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$3,598,078,517","5.28%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$3,546,907,134","0.00%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$3,505,038,376","0.00%","USA","Analyze"
"KSS","Kohls Corporation","Common stocks","Mid cap","Consumer Discretionary","$3,493,308,699","5.81%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$3,489,580,760","0.00%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$3,450,738,023","1.22%","USA","Analyze"
"AMC","AMC Entertainment Holdings Inc Class A","Common stocks","Mid cap","Communication Services","$3,442,025,163","0.00%","USA","Analyze"
"WWE","World Wrestling Entertainment Inc","Common stocks","Mid cap","Communication Services","$3,415,667,827","0.61%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$3,350,885,380","0.00%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$3,347,152,959","0.29%","USA","Analyze"
"AZTA","Azenta, Inc.","Common stocks","Mid cap","Health Care","$3,330,905,938","0.23%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$3,307,473,000","0.00%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,266,532,746","4.01%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$3,236,743,965","2.78%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$3,170,893,109","0.00%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$3,147,493,717","0.00%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$3,134,341,528","0.00%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$3,101,298,185","0.00%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$3,094,631,424","0.00%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$3,092,042,970","6.24%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$3,087,038,137","4.03%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$3,062,166,354","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Mid cap","Information Technology","$3,058,325,510","0.32%","USA","Analyze"
"W","Wayfair Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$3,058,201,396","0.00%","USA","Analyze"
"VSCO","Victorias Secret & Co.","Common stocks","Mid cap","Consumer Discretionary","$3,054,831,251","0.00%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$3,052,480,646","0.23%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$3,043,821,741","2.58%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,038,974,666","3.64%","USA","Analyze"
"RNG","Ringcentral Inc Class A","Common stocks","Mid cap","Information Technology","$3,032,094,612","0.00%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$3,016,720,755","0.52%","USA","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Mid cap","Communication Services","$3,005,356,947","0.00%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$3,004,274,050","2.73%","USA","Analyze"
"DNA","Ginkgo Bioworks Holdings, Inc. Class A","Common stocks","Mid cap","Materials","$3,002,162,821","0.00%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$2,995,474,630","0.00%","USA","Analyze"
"TWKS","Thoughtworks Holding, Inc","Common stocks","Mid cap","Information Technology","$2,989,969,727","0.00%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$2,969,729,885","6.94%","USA","Analyze"
"QS","QuantumScape Corporation Class A","Common stocks","Mid cap","Consumer Discretionary","$2,969,671,664","0.00%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$2,960,910,770","0.00%","USA","Analyze"
"UA","Under Armour Inc Class C","Common stocks","Mid cap","Consumer Discretionary","$2,928,287,685","0.00%","USA","Analyze"
"UAA","Under Armour Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$2,928,287,685","0.00%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$2,927,806,003","3.98%","USA","Analyze"
"DOCS","Doximity, Inc.","Common stocks","Mid cap","Health Care","$2,924,177,164","0.00%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$2,910,494,000","0.00%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$2,895,565,722","8.03%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$2,856,723,897","0.00%","USA","Analyze"
"OLPX","Olaplex Holdings, Inc.","Common stocks","Mid cap","Consumer Staples","$2,855,986,421","0.00%","USA","Analyze"
"SSRM","SSR Mining Inc.","Common stocks","Mid cap","Materials","$2,850,906,258","1.87%","Canada","Analyze"
"RARE","Ultragenyx Pharmaceutical Inc","Common stocks","Mid cap","Health Care","$2,833,691,679","0.00%","USA","Analyze"
"FRPT","Freshpet Inc","Common stocks","Mid cap","Consumer Staples","$2,819,014,172","0.00%","USA","Analyze"
"MRCY","Mercury Systems Inc","Common stocks","Mid cap","Industrials","$2,796,487,870","0.00%","USA","Analyze"
"YETI","Yeti Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,764,520,306","0.00%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$2,714,761,729","0.00%","USA","Analyze"
"MCW","Mister Car Wash, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,686,904,885","0.00%","USA","Analyze"
"AMBP","Ardagh Metal Packaging S.A.","Common stocks","Mid cap","Materials","$2,678,639,954","6.66%","Luxembourg","Analyze"
"ENOV","Enovis Corporation","Common stocks","Mid cap","Health Care","$2,676,705,259","0.00%","USA","Analyze"
"PTON","Peloton Interactive, Inc. Class A","Common stocks","Mid cap","Consumer Discretionary","$2,627,752,814","0.00%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$2,590,027,113","4.14%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Mid cap","Health Care","$2,583,360,228","0.00%","USA","Analyze"
"JBLU","Jetblue Airways Corp","Common stocks","Mid cap","Industrials","$2,579,143,785","0.00%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,569,708,683","0.00%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$2,551,454,395","9.09%","USA","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Mid cap","Materials","$2,543,673,346","5.68%","USA","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","Common stocks","Mid cap","Information Technology","$2,465,298,329","0.00%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$2,434,990,244","0.17%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$2,399,981,658","0.00%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$2,379,786,275","8.62%","USA","Analyze"
"CPA","Copa Holdings SA Class A","Common stocks","Mid cap","Industrials","$2,331,762,878","7.51%","USA","Analyze"
